Team,Pos.,Name,Captain,Status,Age,Caps,Goals,Club,Latest call-up,,Pos.,Player,Name,Captain,Status,Date of birth (age),Age,Caps,Goals,Club,Latest call-up
Argentina,DF,Gabriel Rojas,,,28,1,0,Racing,"v.  Zambia, 31 March 2026",Argentina,DF,Gabriel Rojas,Gabriel Rojas,,,22 June 1997 (age 28),28,1,0,Racing,"v.  Zambia, 31 March 2026"
Argentina,DF,Tomás Palacios,,,22,0,0,Estudiantes,"v.  Zambia, 31 March 2026",Argentina,DF,Tomás Palacios,Tomás Palacios,,,28 April 2003 (age 22),22,0,0,Estudiantes,"v.  Zambia, 31 March 2026"
Argentina,DF,Gonzalo Montiel,,,29,38,2,River Plate,"v.  Mauritania, 27 March 2026 INJ",Argentina,DF,Gonzalo Montiel,Gonzalo Montiel,,,1 January 1997 (age 29),29,38,2,River Plate,"v.  Mauritania, 27 March 2026 INJ"
Argentina,DF,Leonardo Balerdi,,,27,11,0,Marseille,"v.  Mauritania, 27 March 2026 INJ",Argentina,DF,Leonardo Balerdi,Leonardo Balerdi,,,26 January 1999 (age 27),27,11,0,Marseille,"v.  Mauritania, 27 March 2026 INJ"
Argentina,DF,Juan Foyth,,,28,22,0,Villarreal,"v.  Angola, 14 November 2025",Argentina,DF,Juan Foyth,Juan Foyth,,,12 January 1998 (age 28),28,22,0,Villarreal,"v.  Angola, 14 November 2025"
Argentina,DF,Kevin Mac Allister,,,28,1,0,Union Saint-Gilloise,"v.  Angola, 14 November 2025",Argentina,DF,Kevin Mac Allister,Kevin Mac Allister,,,7 November 1997 (age 28),28,1,0,Union Saint-Gilloise,"v.  Angola, 14 November 2025"
Argentina,DF,Lautaro Rivero,,,22,1,0,River Plate,"v.  Puerto Rico, 14 October 2025",Argentina,DF,Lautaro Rivero,Lautaro Rivero,,,1 November 2003 (age 22),22,1,0,River Plate,"v.  Puerto Rico, 14 October 2025"
Argentina,DF,Julio Soler,,,21,0,0,Bournemouth,"v.  Ecuador, 9 September 2025",Argentina,DF,Julio Soler,Julio Soler,,,16 February 2005 (age 21),21,0,0,Bournemouth,"v.  Ecuador, 9 September 2025"
Argentina,DF,Facundo Medina,,,26,7,0,Marseille,"v.  Venezuela, 4 September 2025 PRE",Argentina,DF,Facundo Medina,Facundo Medina,,,28 May 1999 (age 26),26,7,0,Marseille,"v.  Venezuela, 4 September 2025 PRE"
Argentina,DF,Kevin Lomónaco,,,24,0,0,Independiente,"v.  Chile, 5 June 2025",Argentina,DF,Kevin Lomónaco,Kevin Lomónaco,,,8 January 2002 (age 24),24,0,0,Independiente,"v.  Chile, 5 June 2025"
Argentina,DF,Mariano Troilo,,,22,0,0,Parma,"v.  Chile, 5 June 2025",Argentina,DF,Mariano Troilo,Mariano Troilo,,,22 June 2003 (age 22),22,0,0,Parma,"v.  Chile, 5 June 2025"
Argentina,MF,Giovani Lo Celso,,,30,65,4,Betis,"v.  Angola, 14 November 2025",Argentina,MF,Giovani Lo Celso,Giovani Lo Celso,,,9 April 1996 (age 30),30,65,4,Betis,"v.  Angola, 14 November 2025"
Argentina,MF,Emiliano Buendía,,,29,2,0,Aston Villa,"v.  Angola, 14 November 2025",Argentina,MF,Emiliano Buendía,Emiliano Buendía,,,25 December 1996 (age 29),29,2,0,Aston Villa,"v.  Angola, 14 November 2025"
Argentina,MF,Aníbal Moreno,,,26,1,0,River Plate,"v.  Puerto Rico, 14 October 2025",Argentina,MF,Aníbal Moreno,Aníbal Moreno,,,13 May 1999 (age 26),26,1,0,River Plate,"v.  Puerto Rico, 14 October 2025"
Argentina,MF,Claudio Echeverri,,,20,0,0,Girona,"v.  Ecuador, 9 September 2025",Argentina,MF,Claudio Echeverri,Claudio Echeverri,,,2 January 2006 (age 20),20,0,0,Girona,"v.  Ecuador, 9 September 2025"
Argentina,MF,Alan Varela,,,24,0,0,Porto,"v.  Ecuador, 9 September 2025",Argentina,MF,Alan Varela,Alan Varela,,,4 July 2001 (age 24),24,0,0,Porto,"v.  Ecuador, 9 September 2025"
Argentina,MF,Enzo Barrenechea,,,24,0,0,Benfica,"v.  Chile, 5 June 2025",Argentina,MF,Enzo Barrenechea,Enzo Barrenechea,,,11 May 2001 (age 24),24,0,0,Benfica,"v.  Chile, 5 June 2025"
Argentina,FW,Joaquín Panichelli,,,23,1,0,Strasbourg,"v.  Mauritania, 27 March 2026 INJ",Argentina,FW,Joaquín Panichelli,Joaquín Panichelli,,,7 October 2002 (age 23),23,1,0,Strasbourg,"v.  Mauritania, 27 March 2026 INJ"
Argentina,FW,Lautaro Martínez,,,28,75,36,Internazionale,"v.  Angola, 14 November 2025",Argentina,FW,Lautaro Martínez,Lautaro Martínez,,,22 August 1997 (age 28),28,75,36,Internazionale,"v.  Angola, 14 November 2025"
Argentina,FW,Valentín Carboni,,,21,3,0,Racing,"v.  Ecuador, 9 September 2025",Argentina,FW,Valentín Carboni,Valentín Carboni,,,5 March 2005 (age 21),21,3,0,Racing,"v.  Ecuador, 9 September 2025"
Argentina,FW,Ángel Correa,,,31,28,3,UANL,"v.  Venezuela, 4 September 2025 PRE",Argentina,FW,Ángel Correa,Ángel Correa,,,9 March 1995 (age 31),31,28,3,UANL,"v.  Venezuela, 4 September 2025 PRE"
Algeria,GK,Oussama Benbot,,RET,31,2,0,USM Alger,2025 Africa Cup of Nations,Algeria,GK,Oussama Benbot RET,Oussama Benbot,,RET,11 October 1994 (age 31),31,2,0,USM Alger,2025 Africa Cup of Nations
Algeria,GK,Farid Chaâl,,,31,4,0,CR Belouizdad,2025 FIFA Arab Cup,Algeria,GK,Farid Chaâl,Farid Chaâl,,,3 July 1994 (age 31),31,4,0,CR Belouizdad,2025 FIFA Arab Cup
Algeria,GK,Mohamed Idir Hadid,,,24,0,0,JS Kabylie,2025 FIFA Arab Cup,Algeria,GK,Mohamed Idir Hadid,Mohamed Idir Hadid,,,26 April 2002 (age 24),24,0,0,JS Kabylie,2025 FIFA Arab Cup
Algeria,GK,Rayane Yesli,,,26,0,0,Olympique Akbou,2025 FIFA Arab Cup,Algeria,GK,Rayane Yesli,Rayane Yesli,,,12 October 1999 (age 26),26,0,0,Olympique Akbou,2025 FIFA Arab Cup
Algeria,GK,Alexis Guendouz,,,30,13,0,MC Alger,"v.  Zimbabwe, 13 November 2025",Algeria,GK,Alexis Guendouz,Alexis Guendouz,,,26 January 1996 (age 30),30,13,0,MC Alger,"v.  Zimbabwe, 13 November 2025"
Algeria,GK,Zakaria Bouhalfaya,,,28,0,0,CS Constantine,"v.  Guinea, 8 September 2025",Algeria,GK,Zakaria Bouhalfaya,Zakaria Bouhalfaya,,,11 August 1997 (age 28),28,0,0,CS Constantine,"v.  Guinea, 8 September 2025"
Algeria,DF,Youcef Atal,,,29,54,2,Al-Sadd,2025 Africa Cup of Nations,Algeria,DF,Youcef Atal,Youcef Atal,,,17 May 1996 (age 29),29,54,2,Al-Sadd,2025 Africa Cup of Nations
Algeria,DF,Mohamed Amine Tougai,,,26,28,2,Espérance de Tunis,2025 Africa Cup of Nations,Algeria,DF,Mohamed Amine Tougai,Mohamed Amine Tougai,,,22 January 2000 (age 26),26,28,2,Espérance de Tunis,2025 Africa Cup of Nations
Algeria,DF,Jaouen Hadjam,,,23,16,3,Young Boys,2025 Africa Cup of Nations,Algeria,DF,Jaouen Hadjam,Jaouen Hadjam,,,26 March 2003 (age 23),23,16,3,Young Boys,2025 Africa Cup of Nations
Algeria,DF,Samir Chergui,,,27,4,0,Paris,2025 Africa Cup of Nations,Algeria,DF,Samir Chergui,Samir Chergui,,,6 February 1999 (age 27),27,4,0,Paris,2025 Africa Cup of Nations
Algeria,DF,Abdelkader Bedrane,,,34,26,0,Damac,2025 FIFA Arab Cup,Algeria,DF,Abdelkader Bedrane,Abdelkader Bedrane,,,2 April 1992 (age 34),34,26,0,Damac,2025 FIFA Arab Cup
Algeria,DF,Réda Halaïmia,,,29,13,0,MC Alger,2025 FIFA Arab Cup,Algeria,DF,Réda Halaïmia,Réda Halaïmia,,,28 August 1996 (age 29),29,13,0,MC Alger,2025 FIFA Arab Cup
Algeria,DF,Naoufel Khacef,,,28,11,0,CR Belouizdad,2025 FIFA Arab Cup,Algeria,DF,Naoufel Khacef,Naoufel Khacef,,,27 October 1997 (age 28),28,11,0,CR Belouizdad,2025 FIFA Arab Cup
Algeria,DF,Houari Baouche,,,30,7,0,CS Constantine,2025 FIFA Arab Cup,Algeria,DF,Houari Baouche,Houari Baouche,,,24 December 1995 (age 30),30,7,0,CS Constantine,2025 FIFA Arab Cup
Algeria,DF,Reda Benchaa,,,24,0,0,JS Kabylie,2025 FIFA Arab Cup,Algeria,DF,Reda Benchaa,Reda Benchaa,,,12 March 2002 (age 24),24,0,0,JS Kabylie,2025 FIFA Arab Cup
Algeria,DF,Ayoub Ghezala,,,30,11,1,MC Alger,2025 FIFA Arab Cup INJ,Algeria,DF,Ayoub Ghezala,Ayoub Ghezala,,,6 December 1995 (age 30),30,11,1,MC Alger,2025 FIFA Arab Cup INJ
Algeria,DF,Elias Benkara,,,18,0,0,Borussia Dortmund,"v.  Zimbabwe, 13 November 2025",Algeria,DF,Elias Benkara,Elias Benkara,,,29 April 2007 (age 18),18,0,0,Borussia Dortmund,"v.  Zimbabwe, 13 November 2025"
Algeria,DF,Kevin Van Den Kerkhof,,,30,9,0,Charleroi,"v.  Uganda, 14 October 2025",Algeria,DF,Kevin Van Den Kerkhof,Kevin Van Den Kerkhof,,,14 March 1996 (age 30),30,9,0,Charleroi,"v.  Uganda, 14 October 2025"
Algeria,DF,Ahmed Touba,,,28,15,1,Panathinaikos,"v.  Guinea, 8 September 2025",Algeria,DF,Ahmed Touba,Ahmed Touba,,,13 March 1998 (age 28),28,15,1,Panathinaikos,"v.  Guinea, 8 September 2025"
Algeria,DF,Mohamed Farsi,,,26,5,0,Columbus Crew,"v.  Sweden, 10 June 2025",Algeria,DF,Mohamed Farsi,Mohamed Farsi,,,16 December 1999 (age 26),26,5,0,Columbus Crew,"v.  Sweden, 10 June 2025"
Algeria,DF,Mohamed Amine Madani,,,33,4,0,JS Kabylie,"v.  Sweden, 10 June 2025",Algeria,DF,Mohamed Amine Madani,Mohamed Amine Madani,,,20 March 1993 (age 33),33,4,0,JS Kabylie,"v.  Sweden, 10 June 2025"
Algeria,MF,Ismaël Bennacer,,,28,56,3,Dinamo Zagreb,2025 Africa Cup of Nations,Algeria,MF,Ismaël Bennacer,Ismaël Bennacer,,,1 December 1997 (age 28),28,56,3,Dinamo Zagreb,2025 Africa Cup of Nations
Algeria,MF,Adem Zorgane,,,26,25,1,Union Saint-Gilloise,2025 Africa Cup of Nations,Algeria,MF,Adem Zorgane,Adem Zorgane,,,6 January 2000 (age 26),26,25,1,Union Saint-Gilloise,2025 Africa Cup of Nations
Algeria,MF,Himad Abdelli,,,26,8,0,Marseille,2025 Africa Cup of Nations,Algeria,MF,Himad Abdelli,Himad Abdelli,,,17 November 1999 (age 26),26,8,0,Marseille,2025 Africa Cup of Nations
Algeria,MF,Ilan Kebbal,,,27,4,0,Paris,2025 Africa Cup of Nations,Algeria,MF,Ilan Kebbal,Ilan Kebbal,,,10 July 1998 (age 27),27,4,0,Paris,2025 Africa Cup of Nations
Algeria,MF,Sofiane Bendebka,,,33,21,2,Al-Fateh,2025 FIFA Arab Cup,Algeria,MF,Sofiane Bendebka,Sofiane Bendebka,,,9 August 1992 (age 33),33,21,2,Al-Fateh,2025 FIFA Arab Cup
Algeria,MF,Zakaria Draoui,,,32,21,0,USM Alger,2025 FIFA Arab Cup,Algeria,MF,Zakaria Draoui,Zakaria Draoui,,,20 February 1994 (age 32),32,21,0,USM Alger,2025 FIFA Arab Cup
Algeria,MF,Houssem Eddine Mrezigue,,,26,12,0,Dynamo Makhachkala,2025 FIFA Arab Cup,Algeria,MF,Houssem Eddine Mrezigue,Houssem Eddine Mrezigue,,,23 March 2000 (age 26),26,12,0,Dynamo Makhachkala,2025 FIFA Arab Cup
Algeria,MF,Victor Lekhal,,,32,5,0,Al-Riyadh,2025 FIFA Arab Cup,Algeria,MF,Victor Lekhal,Victor Lekhal,,,27 February 1994 (age 32),32,5,0,Al-Riyadh,2025 FIFA Arab Cup
Algeria,MF,Nabil Bentaleb,,,31,58,6,Lille,"v.  Uganda, 14 October 2025",Algeria,MF,Nabil Bentaleb,Nabil Bentaleb,,,24 November 1994 (age 31),31,58,6,Lille,"v.  Uganda, 14 October 2025"
Algeria,MF,Yassine Benzia,,,31,16,5,Al-Fayha,"v.  Uganda, 14 October 2025",Algeria,MF,Yassine Benzia,Yassine Benzia,,,8 September 1994 (age 31),31,16,5,Al-Fayha,"v.  Uganda, 14 October 2025"
Algeria,FW,Baghdad Bounedjah,,,34,86,35,Al-Shamal,2025 Africa Cup of Nations,Algeria,FW,Baghdad Bounedjah,Baghdad Bounedjah,,,24 November 1991 (age 34),34,86,35,Al-Shamal,2025 Africa Cup of Nations
Algeria,FW,Redouane Berkane,,,22,7,2,Al-Wakrah,2025 Africa Cup of Nations,Algeria,FW,Redouane Berkane,Redouane Berkane,,,7 July 2003 (age 22),22,7,2,Al-Wakrah,2025 Africa Cup of Nations
Algeria,FW,Monsef Bakrar,,,25,7,0,Dinamo Zagreb,2025 Africa Cup of Nations,Algeria,FW,Monsef Bakrar,Monsef Bakrar,,,13 January 2001 (age 25),25,7,0,Dinamo Zagreb,2025 Africa Cup of Nations
Algeria,FW,Islam Slimani,,,37,104,45,CFR Cluj,2025 FIFA Arab Cup,Algeria,FW,Islam Slimani,Islam Slimani,,,18 June 1988 (age 37),37,104,45,CFR Cluj,2025 FIFA Arab Cup
Algeria,FW,Yacine Brahimi,,,36,72,15,Al-Gharafa,2025 FIFA Arab Cup,Algeria,FW,Yacine Brahimi,Yacine Brahimi,,,8 February 1990 (age 36),36,72,15,Al-Gharafa,2025 FIFA Arab Cup
Algeria,FW,Adam Ounas,,,29,30,5,Al-Shamal,2025 FIFA Arab Cup,Algeria,FW,Adam Ounas,Adam Ounas,,,11 November 1996 (age 29),29,30,5,Al-Shamal,2025 FIFA Arab Cup
Algeria,FW,Yassine Benzia,,,31,20,6,Al-Fayha,2025 FIFA Arab Cup,Algeria,FW,Yassine Benzia,Yassine Benzia,,,8 September 1994 (age 31),31,20,6,Al-Fayha,2025 FIFA Arab Cup
Algeria,FW,Amir Sayoud,,,35,7,1,Al-Hazem,2025 FIFA Arab Cup,Algeria,FW,Amir Sayoud,Amir Sayoud,,,30 September 1990 (age 35),35,7,1,Al-Hazem,2025 FIFA Arab Cup
Algeria,FW,Rafik Guitane,,,26,2,0,Estoril Praia,2025 FIFA Arab Cup,Algeria,FW,Rafik Guitane,Rafik Guitane,,,26 May 1999 (age 26),26,2,0,Estoril Praia,2025 FIFA Arab Cup
Algeria,FW,Youcef Belaïli,,,34,58,10,Espérance de Tunis,"v.  Uganda, 14 October 2025",Algeria,FW,Youcef Belaïli,Youcef Belaïli,,,14 March 1992 (age 34),34,58,10,Espérance de Tunis,"v.  Uganda, 14 October 2025"
Algeria,FW,Badredine Bouanani,,,21,5,0,VfB Stuttgart,"v.  Uganda, 14 October 2025",Algeria,FW,Badredine Bouanani,Badredine Bouanani,,,8 December 2004 (age 21),21,5,0,VfB Stuttgart,"v.  Uganda, 14 October 2025"
Algeria,FW,Amin Chiakha,,,20,2,0,Rosenborg,"v.  Uganda, 14 October 2025",Algeria,FW,Amin Chiakha,Amin Chiakha,,,12 March 2006 (age 20),20,2,0,Rosenborg,"v.  Uganda, 14 October 2025"
Algeria,FW,Saïd Benrahma,,,30,40,4,Neom,"v.  Guinea, 8 September 2025",Algeria,FW,Saïd Benrahma,Saïd Benrahma,,,10 August 1995 (age 30),30,40,4,Neom,"v.  Guinea, 8 September 2025"
Austria,GK,Nicolas Kristof,,,26,0,0,SV Elversberg,"v.  Bosnia and Herzegovina, 18 November 2025",Austria,GK,Nicolas Kristof,Nicolas Kristof,,,20 December 1999 (age 26),26,0,0,SV Elversberg,"v.  Bosnia and Herzegovina, 18 November 2025"
Austria,GK,Nikolas Polster,,,23,0,0,Wolfsberger AC,"v.  Bosnia and Herzegovina, 18 November 2025",Austria,GK,Nikolas Polster,Nikolas Polster,,,7 July 2002 (age 23),23,0,0,Wolfsberger AC,"v.  Bosnia and Herzegovina, 18 November 2025"
Austria,GK,Nicolas Schmid,,,29,0,0,Portsmouth,"v.  San Marino, 10 June 2025",Austria,GK,Nicolas Schmid,Nicolas Schmid,,,22 February 1997 (age 29),29,0,0,Portsmouth,"v.  San Marino, 10 June 2025"
Austria,DF,Leopold Querfeld,,,22,5,0,Union Berlin,"v.  Bosnia and Herzegovina, 18 November 2025}",Austria,DF,Leopold Querfeld,Leopold Querfeld,,,20 December 2003 (age 22),22,5,0,Union Berlin,"v.  Bosnia and Herzegovina, 18 November 2025}"
Austria,DF,Samson Baidoo,,,22,1,0,Lens,"v.  Bosnia and Herzegovina, 9 September 2025",Austria,DF,Samson Baidoo,Samson Baidoo,,,31 March 2004 (age 22),22,1,0,Lens,"v.  Bosnia and Herzegovina, 9 September 2025"
Austria,DF,Gernot Trauner,,,34,16,2,Feyenoord,"v.  San Marino, 10 June 2025",Austria,DF,Gernot Trauner,Gernot Trauner,,,25 March 1992 (age 34),34,16,2,Feyenoord,"v.  San Marino, 10 June 2025"
Austria,DF,Nikolas Veratschnig,,,23,0,0,Mainz 05,"v.  San Marino, 10 June 2025",Austria,DF,Nikolas Veratschnig,Nikolas Veratschnig,,,24 January 2003 (age 23),23,0,0,Mainz 05,"v.  San Marino, 10 June 2025"
Austria,MF,Marco Grüll,,,27,8,0,Werder Bremen,"v.  Bosnia and Herzegovina, 18 November 2025",Austria,MF,Marco Grüll,Marco Grüll,,,6 July 1998 (age 27),27,8,0,Werder Bremen,"v.  Bosnia and Herzegovina, 18 November 2025"
Austria,MF,Thierno Ballo,,,24,1,0,Millwall,"v.  San Marino, 10 June 2025",Austria,MF,Thierno Ballo,Thierno Ballo,,,2 January 2002 (age 24),24,1,0,Millwall,"v.  San Marino, 10 June 2025"
Austria,FW,Andreas Weimann,,,34,26,2,Rapid Wien,"v.  Bosnia and Herzegovina, 9 September 2025",Austria,FW,Andreas Weimann,Andreas Weimann,,,5 August 1991 (age 34),34,26,2,Rapid Wien,"v.  Bosnia and Herzegovina, 9 September 2025"
Austria,FW,Raul Florucz,,,24,3,0,Union Saint-Gilloise,"v.  Bosnia and Herzegovina, 18 November 2025",Austria,FW,Raul Florucz,Raul Florucz,,,10 June 2001 (age 24),24,3,0,Union Saint-Gilloise,"v.  Bosnia and Herzegovina, 18 November 2025"
Austria,FW,Nikolaus Wurmbrand,,,20,2,1,Rapid Wien,"v.  Bosnia and Herzegovina, 18 November 2025",Austria,FW,Nikolaus Wurmbrand,Nikolaus Wurmbrand,,,5 January 2006 (age 20),20,2,1,Rapid Wien,"v.  Bosnia and Herzegovina, 18 November 2025"
Austria,FW,Mathias Honsak,,,29,1,0,1. FC Heidenheim,"v.  San Marino, 10 June 2025",Austria,FW,Mathias Honsak,Mathias Honsak,,,20 December 1996 (age 29),29,1,0,1. FC Heidenheim,"v.  San Marino, 10 June 2025"
Jordan,GK,Nour Bani Attiah,,,33,4,0,Al-Faisaly,2025 FIFA Arab Cup,Jordan,GK,Nour Bani Attiah,Nour Bani Attiah,,,25 January 1993 (age 33),33,4,0,Al-Faisaly,2025 FIFA Arab Cup
Jordan,GK,Malek Shalabiya,,,38,1,0,Al-Ramtha,2025 FIFA Arab Cup,Jordan,GK,Malek Shalabiya,Malek Shalabiya,,,20 February 1988 (age 38),38,1,0,Al-Ramtha,2025 FIFA Arab Cup
Jordan,GK,Mohammad Al-Emwasi,,,29,2,0,Al-Najaf,"v.  Iraq, 10 June 2025",Jordan,GK,Mohammad Al-Emwasi,Mohammad Al-Emwasi,,,8 August 1996 (age 29),29,2,0,Al-Najaf,"v.  Iraq, 10 June 2025"
Jordan,DF,Saed Al-Rosan,,,29,19,2,Al-Hussein,2025 FIFA Arab Cup,Jordan,DF,Saed Al-Rosan,Saed Al-Rosan,,,1 February 1997 (age 29),29,19,2,Al-Hussein,2025 FIFA Arab Cup
Jordan,DF,Hadi Al-Hourani,,,26,9,0,Al-Faisaly,2025 FIFA Arab Cup,Jordan,DF,Hadi Al-Hourani,Hadi Al-Hourani,,,14 March 2000 (age 26),26,9,0,Al-Faisaly,2025 FIFA Arab Cup
Jordan,DF,Ali Hajabi,,,21,9,0,Al-Hussein,2025 FIFA Arab Cup,Jordan,DF,Ali Hajabi,Ali Hajabi,,,2 May 2004 (age 21),21,9,0,Al-Hussein,2025 FIFA Arab Cup
Jordan,DF,Ja'far Samara,,,21,0,0,Al-Ramtha,"v.  Mali, 18 November 2025",Jordan,DF,Ja'far Samara,Ja'far Samara,,,8 June 2004 (age 21),21,0,0,Al-Ramtha,"v.  Mali, 18 November 2025"
Jordan,DF,Anas Badawi,,,28,0,0,Al-Faisaly,"v.  Dominican Republic, 9 September 2025",Jordan,DF,Anas Badawi,Anas Badawi,,,13 September 1997 (age 28),28,0,0,Al-Faisaly,"v.  Dominican Republic, 9 September 2025"
Jordan,DF,Ihsan Haddad,captain,,32,90,2,Al-Hussein,"Amman training camp, 25 August 2025 INJ",Jordan,DF,Ihsan Haddad (captain),Ihsan Haddad,captain,,5 February 1994 (age 32),32,90,2,Al-Hussein,"Amman training camp, 25 August 2025 INJ"
Jordan,DF,Mohannad Khairullah,,,32,20,2,Al-Faisaly,"Amman training camp, 25 August 2025 PRE",Jordan,DF,Mohannad Khairullah,Mohannad Khairullah,,,25 July 1993 (age 32),32,20,2,Al-Faisaly,"Amman training camp, 25 August 2025 PRE"
Jordan,MF,Rajaei Ayed,,,32,72,0,Al-Hussein,2025 FIFA Arab Cup,Jordan,MF,Rajaei Ayed,Rajaei Ayed,,,25 July 1993 (age 32),32,72,0,Al-Hussein,2025 FIFA Arab Cup
Jordan,MF,Adham Al-Quraishi,,,31,11,0,Al-Hussein,2025 FIFA Arab Cup INJ,Jordan,MF,Adham Al-Quraishi,Adham Al-Quraishi,,,7 March 1995 (age 31),31,11,0,Al-Hussein,2025 FIFA Arab Cup INJ
Jordan,MF,Issam Smeeri,,,26,7,0,Al-Salt,2025 FIFA Arab Cup,Jordan,MF,Issam Smeeri,Issam Smeeri,,,30 May 1999 (age 26),26,7,0,Al-Salt,2025 FIFA Arab Cup
Jordan,MF,Ahmad Al-Salman,,,23,1,0,Al-Ramtha,"v.  Mali, 18 November 2025",Jordan,MF,Ahmad Al-Salman,Ahmad Al-Salman,,,2 July 2002 (age 23),23,1,0,Al-Ramtha,"v.  Mali, 18 November 2025"
Jordan,MF,Khaled Zakaria,,,25,2,0,Al-Faisaly,"Amman training camp, 25 August 2025 PRE",Jordan,MF,Khaled Zakaria,Khaled Zakaria,,,8 September 2000 (age 25),25,2,0,Al-Faisaly,"Amman training camp, 25 August 2025 PRE"
Jordan,FW,Yazan Al-Naimat,,,26,70,26,Al-Arabi,2025 FIFA Arab Cup INJ,Jordan,FW,Yazan Al-Naimat,Yazan Al-Naimat,,,4 June 1999 (age 26),26,70,26,Al-Arabi,2025 FIFA Arab Cup INJ
Jordan,FW,Ali Olwan,,,26,64,29,Al-Sailiya,2025 FIFA Arab Cup INJ,Jordan,FW,Ali Olwan,Ali Olwan,,,26 March 2000 (age 26),26,64,29,Al-Sailiya,2025 FIFA Arab Cup INJ
Jordan,FW,Ahmad Ersan,,,30,44,4,Al-Faisaly,2025 FIFA Arab Cup,Jordan,FW,Ahmad Ersan,Ahmad Ersan,,,28 September 1995 (age 30),30,44,4,Al-Faisaly,2025 FIFA Arab Cup
Jordan,FW,Aref Al-Haj,,,24,4,0,Al-Hussein,"v.  Mali, 18 November 2025",Jordan,FW,Aref Al-Haj,Aref Al-Haj,,,28 May 2001 (age 24),24,4,0,Al-Hussein,"v.  Mali, 18 November 2025"
Jordan,FW,Abdallah Awad,,,26,1,0,Al-Wehdat,"v.  Mali, 18 November 2025",Jordan,FW,Abdallah Awad,Abdallah Awad,,,19 February 2000 (age 26),26,1,0,Al-Wehdat,"v.  Mali, 18 November 2025"
Jordan,FW,Tammer Bany,,,22,1,0,West Bromwich Albion,"v.  Mali, 18 November 2025",Jordan,FW,Tammer Bany,Tammer Bany,,,19 October 2003 (age 22),22,1,0,West Bromwich Albion,"v.  Mali, 18 November 2025"
Jordan,FW,Reziq Bani Hani,,,24,6,0,Al-Hussein,"v.  Albania, 14 October 2025",Jordan,FW,Reziq Bani Hani,Reziq Bani Hani,,,28 January 2002 (age 24),24,6,0,Al-Hussein,"v.  Albania, 14 October 2025"
Jordan,FW,Mohannad Semreen,,,24,2,0,Al-Wehdat,"v.  Iraq, 10 June 2025",Jordan,FW,Mohannad Semreen,Mohannad Semreen,,,8 January 2002 (age 24),24,2,0,Al-Wehdat,"v.  Iraq, 10 June 2025"
Portugal,GK,Diogo Costa,,,26,42,0,Porto,"v.  Mexico, 29 March 2026 INJ",Portugal,GK,Diogo Costa,Diogo Costa,,,19 September 1999 (age 26),26,42,0,Porto,"v.  Mexico, 29 March 2026 INJ"
Portugal,GK,João Carvalho,,,22,0,0,Braga,"v.  Republic of Ireland, 13 November 2025",Portugal,GK,João Carvalho,João Carvalho,,,9 April 2004 (age 22),22,0,0,Braga,"v.  Republic of Ireland, 13 November 2025"
Portugal,DF,Rúben Dias,,,28,74,3,Manchester City,"v.  Armenia, 16 November 2025",Portugal,DF,Rúben Dias,Rúben Dias,,,14 May 1997 (age 28),28,74,3,Manchester City,"v.  Armenia, 16 November 2025"
Portugal,DF,Nélson Semedo,,,32,48,0,Fenerbahçe,"v.  Armenia, 16 November 2025",Portugal,DF,Nélson Semedo,Nélson Semedo,,,16 November 1993 (age 32),32,48,0,Fenerbahçe,"v.  Armenia, 16 November 2025"
Portugal,DF,Nuno Tavares,,,26,3,0,Lazio,"v.  Hungary, 14 October 2025",Portugal,DF,Nuno Tavares,Nuno Tavares,,,26 January 2000 (age 26),26,3,0,Lazio,"v.  Hungary, 14 October 2025"
Portugal,MF,Bernardo Silva,,,31,107,14,Manchester City,"v.  Armenia, 16 November 2025",Portugal,MF,Bernardo Silva,Bernardo Silva,,,10 August 1994 (age 31),31,107,14,Manchester City,"v.  Armenia, 16 November 2025"
Portugal,MF,João Palhinha,,,30,38,2,Tottenham Hotspur,"v.  Armenia, 16 November 2025",Portugal,MF,João Palhinha,João Palhinha,,,9 July 1995 (age 30),30,38,2,Tottenham Hotspur,"v.  Armenia, 16 November 2025"
Portugal,FW,Rafael Leão,,,26,43,5,Milan,"v.  Mexico, 29 March 2026 INJ",Portugal,FW,Rafael Leão,Rafael Leão,,,10 June 1999 (age 26),26,43,5,Milan,"v.  Mexico, 29 March 2026 INJ"
Portugal,FW,Rodrigo Mora,,,18,0,0,Porto,"v.  Mexico, 29 March 2026 INJ",Portugal,FW,Rodrigo Mora,Rodrigo Mora,,,5 May 2007 (age 18),18,0,0,Porto,"v.  Mexico, 29 March 2026 INJ"
Portugal,FW,Carlos Forbs,,,22,1,0,Club Brugge,"v.  Armenia, 16 November 2025",Portugal,FW,Carlos Forbs,Carlos Forbs,,,19 March 2004 (age 22),22,1,0,Club Brugge,"v.  Armenia, 16 November 2025"
Portugal,FW,Cristiano Ronaldo,,,41,226,143,Al-Nassr,"v.  Republic of Ireland, 13 November 2025 SUS",Portugal,FW,Cristiano Ronaldo,Cristiano Ronaldo,,,5 February 1985 (age 41),41,226,143,Al-Nassr,"v.  Republic of Ireland, 13 November 2025 SUS"
DR Congo,GK,Dimitry Bertaud,,,27,14,0,Forge,2025 Africa Cup of Nations,DR Congo,GK,Dimitry Bertaud,Dimitry Bertaud,,,6 June 1998 (age 27),27,14,0,Forge,2025 Africa Cup of Nations
